날짜,키워드,언론사,제목,요약,네이버뉴스링크,셀렉
2025.08.06,삼성,조선일보,[부음] 김계옥 별세 외,"전무·박제형 법무법인 바른 변호사 부친상, 정혜진·정경숙·성은정 시부상=5일2시5분 삼성서울병원, 발인 7일5시15분, (02)3410-3151 ▲최명자 별세, 정예린·정아란·정강호 모친상, 민경호 더팩트 뉴미디어국장 장모상, 박윤나 시모상=4일17시13분, 충남 홍성 장곡농협장례식장, 발인 7일9시, (041)634-4444",https://n.news.naver.com/mnews/article/023/0003921408?sid=102,f
2025.08.06,삼성,중앙일보,"갤럭시 Z 폴드7의 OLED, 독자 브랜드 됐다","삼성디스플레이가 흥행 돌풍 중인 폴더블 유기발광다이오드(OLED)를 브랜드로 공식 출시했다. 삼성전자의 갤럭시 Z 폴드7이 시장에서 호평 받고 애플도 폴더블 폰 행렬에 합류하면서, 삼성디스플레이의 폴더블 OLED 선두 지위를 굳히겠다는 거다. 디스플레이는 오는 7일부터 3일간 서울시 강남구...",https://n.news.naver.com/mnews/article/025/0003460137?sid=101,f
2025.08.06,삼성,국민일보,"공장 옮겨라, 약값 내려라… 트럼프의 불주사",삼성바이오로직스 역시 미국 내 생산 거점 확보를 포함한 다양한 전략 옵션을 검토 중인 것으로 알려졌다. 이승규 한국바이오협회 부회장은 “미국이 한국산 의약품에 대해 최혜국 대우(관세율 15% 상한)를 적용 원칙을 밝히면서 한숨은 돌렸지만 여전히 불확실성은 크다”며 “미 정부의 약가 인하 추진에...,https://n.news.naver.com/mnews/article/005/0001794119?sid=101,t
2025.08.06,lg,문화일보,"산책하다, 아이 돌보다, 귀가하다 ‘악’… 한순간에 ‘전력 이탈’","지난 2월 LG 투수 장현식은 미국 애리조나에서 팀 훈련을 마치고 산책 도중 오른발을 접질렸고, 바깥쪽 인대 부분 파열 소견을 받았다. 비시즌 자유계약선수(FA) 자격을 얻어 KIA를 떠나 LG로 이적한 장현식은 3월 시범경기와 개막 초반 일정을 소화하지 못했고, 4월 초에야 팀에 합류했다. 부상은 꼭 경기 중에만...",https://n.news.naver.com/mnews/article/022/0004057645?sid=101,f
2025.08.06,lg,세계일보,"이춘석, “결백” 주장하더니 탈당…주식 차명거래 의혹 일파만파","사진 속 이 의원은 약 1억원 상당의 네이버, LG씨엔에스, 카카오페이 주식을 거래하고 있었는데, 사용한 계좌는 이 의원이 아닌 차모씨 명의로 된 것이었다. 차씨는 이 의원의 보좌관으로 근무 중인 인물로 알려졌다. 차명 주식거래 의혹에 휩싸인 더불어민주당 소속 이춘석 국회 법제사법위원장(왼쪽 두 번째)이...",https://n.news.naver.com/mnews/article/022/0004057632?sid=100,f
2025.08.06,lg,서울신문,[사설] ‘한국형 인공지능’ 시동… ‘AI 3대 강국’ 디딤돌로,"공모에 도전한 15개팀 가운데 선정된 네이버클라우드, 업스테이지, SK텔레콤, NC AI, LG AI연구원은 2027년까지 5300억원의 정부 지원을 받아 한국형 초거대 AI 모델 개발을 두고 치열한 경쟁을 벌이게 된다. 6개월마다 엄격히 평가해 1곳씩 탈락시킨 뒤 최종 2팀이 살아남는 서바이벌 방식이다. 국내 기업들의...",https://n.news.naver.com/mnews/article/081/0003563797?sid=110,f
2025.08.06,lg,서울신문,"한 달 걸리던 설계, 8시간 만에 완성…LG디스플레이, AI 전환 ‘생산성...","LG디스플레이가 사업 전반에 인공지능(AI)을 적용하는 AX(AI 전환)을 도입해 ‘생산성 혁신’을 추진하고 경쟁력을 강화한다. LG디스플레이는 5일 ‘AX 온라인 세미나’를 열고 올해를 AX 혁신의 원년으로 삼아 개발부터 생산, 사무 영역까지 자체 개발한 AI를 적용한다고 밝혔다. 이미 자체 개발한 AI를...",https://n.news.naver.com/mnews/article/081/0003563757?sid=101,t
2025.08.06,lg,서울신문,"주식 차명거래 의혹 이춘석, 민주 탈당·법사위원장 사임","이 의원이 들여다보는 휴대전화 화면에는 네이버와 LG CNS 등의 주식거래 창이 표시돼 있었는데, 주식계좌는 이 의원이 아닌 한 보좌관 명의로 드러났다.... 곽규택 국민의힘 수석대변인은 논평에서 “이 의원이 전날 오전 거래한 종목(네이버, CNS)이 그날 오후 정부가 발표한 인공지능(AI) 국가대표에...",https://n.news.naver.com/mnews/article/081/0003563720?sid=100,f
2025.08.06,lg,중앙일보,"""AI정책 맡은 이춘석, AI주식 사들였다""…與 차명거래 쇼크","차씨의 주식 계좌에 찍힌 보유 주식은 카카오페이 537주, 네이버 150주, LG CNS 420주 등으로 평가 금액 총액이 1억원이 넘는다. 이런 사진이 찍힌 건 이번이... K-AI 파운데이션 모델 정예팀에 네이버와 LG CNS가 포함돼 있다”며 “호재성 정보를 미리 알고 매입했다는 유력한 정황이다. 이 정도면 미공개 정보 이용...",https://n.news.naver.com/mnews/article/025/0003460172?sid=100,f
2025.08.06,lg,동아일보,보좌진 명의 주식거래… 이춘석 법사위장 사퇴,"계좌에는 카카오페이 537주, 네이버 150주, LG CNS 420주 등 약 1억 원 상당의 주식이 담긴 것으로 나타났다. 이 위원장은 지난해 재산 공개에서 보유한... 네이버 150주-LG CNS 420주… “AI정책 담당 이춘석, AI株 거래” 이춘석, 보좌진 명의 주식거래 카카오페이도 537주… 총 1억 상당 “국정위 AI 담당… 이해충돌...",https://n.news.naver.com/mnews/article/020/0003652567?sid=100,f
2025.08.06,lg,국민일보,‘황금세대’로 아시아컵 도전… 한국농구 재도약 시험,"해외파 이현중(나가사키)과 여준석(시애틀대), 토종 득점기계 이정현(소노), 슈터 유기상(LG) 등 20대 선수들이 주축인 가운데 센터 김종규(정관장)가 개인 통산 6번째 아시아컵에 출전한다. 이현중은 “호주가 압도적인 팀이지만 경기는 뛰어봐야 안다”며 승부욕을 드러냈다. 이정현은 “우리만의 자신...",https://n.news.naver.com/mnews/article/023/0003921438?sid=100,f
2025.08.06,lg,조선일보,‘국대 AI’ 선발 희비 교차… 탈락 기업들 내부 책임론 불거져,AI 업계에서 2강으로 꼽혀온 네이버클라우드와 LG AI 연구원은 상대적으로 차분한 모습이다. 네이버 관계자는 “좋은 결과가 나와서 다행”이라면서도 “네이버가 최종 2팀에 당연히 들어갈 것으로 생각하는 분이 많기 때문에 부담스러운 것도 사실”이라고 말했다. 관계자도 “단순히 2팀에 들어가는...,https://n.news.naver.com/mnews/article/023/0003921407?sid=105,t
2025.08.06,lg,국민일보,"국립현대미술관 서울박스, 마침내 새 후원자 찾았다",국립현대미술관은 LG전자와 중장기 파트너십을 맺고 LG올레드 시리즈 첫 작가로 선정된 디지털 세대 여성 작가 추수(33)의 작업 ‘아가몬 대백과: 외부 유출본’을 최근 공개했다. 서울박스는 지하 3층~지상 3층을 통째로 터서 하나의 공간(23x23x17m)으로 만든 곳이다. 한국에서 가장 높은 전시장이다. 2013년 개관...,https://n.news.naver.com/mnews/article/005/0001794126?sid=103,f
2025.08.06,lg,국민일보,한 달 걸리던 엣지 디스플레이 AI에 맡기니 8시간 만에 ‘뚝딱’,"LG디스플레이는 5일 AI 전환(AX) 온라인 세미나를 열고 개발부터 생산, 사무 영역까지 전체 공정에 자체 개발한 AI를 적용한다고 밝혔다. 그 첫 단계로... LG디스플레이가 자체 개발한 AI 어시스턴트(비서) ‘하이디(HI-D)’에는 AI 지식 검색, 화상회의 실시간 번역, 회의록 작성, 메일 초안 작성 등 기능이 탑재돼...",https://n.news.naver.com/mnews/article/005/0001794128?sid=101,t
2025.08.06,lg,한국일보,[사설] 소버린 AI 시동… 모델개발 넘어 K생태계 구축을,"국가대표 인공지능(AI) 모델 개발에 도전할 5개 팀(네이버클라우드, 업스테이지, SK텔레콤, NC AI, LG AI연구원)이 확정됐다. 과학기술정보통신부가 4일 '독자 AI파운데이션 모델(소버린 AI)' 구축 프로젝트 공모에 참여한 15개 팀(기업 및 기관) 가운데 가장 높은 수준의 AI 개발 역량을 갖췄다고 평가해 선택한...",https://n.news.naver.com/mnews/article/469/0000880048?sid=110,f
2025.08.06,현대차,세계일보,“현대차 좋아해요”… 첫 해외 브랜드 팬덤 日 상륙,현대차는 3일 일본 후지노미야 인근에서 현대차의 해외 첫 공식 브랜드 팬덤 ‘현대모터클럽 재팬’의 공식 출범행사를 진행했다고 5일 밝혔다. 3일 일본 후지노미야 인근에서 열린 ‘현대모터클럽 재팬’ 출범행사에서 참가자들이 기념촬영을 하고 있다. 제공 후지노미야시 후지산 인근 캠핑장인 트리...,https://n.news.naver.com/mnews/article/022/0004057642?sid=101,f
2025.08.06,현대차,세계일보,국내 ‘테슬라 돌풍’… 수입 전기차 62% 차지,"같은 기간 국산 전기차 가운데 가장 많이 판매된 기아 EV3(1만4606대), 현대차 아이오닉5(8555대)를 합한 것보다 많다. 테슬라 모델Y 등 신차 효과에 힘입어 올해 국내 전기차 시장도 선전하고 있다. 카이즈유데이터연구소에 따르면 올해 1∼7월 신차 등록된 전기차는 총 11만8717대로, 전년 동기...",https://n.news.naver.com/mnews/article/022/0004057640?sid=101,f
2025.08.06,현대차,서울신문,"현대차 응원 팬덤, 해외 최초로 일본서 시동",일본 시장 재진출 3년 차를 맞은 현대차는 전기차 상승세에 힘입어 팬덤을 통한 브랜드 가치를 키워 나간다는 전략이다. 현대차는 지난 3일 일본 후지노미야시 인근에서 현대차의 해외 첫 공식 브랜드 팬덤인 ‘현대모터클럽 재팬’이 공식 출범했다고 5일 밝혔다. 현대모터클럽은 2015년 ‘를...,https://n.news.naver.com/mnews/article/081/0003563748?sid=101,f
2025.08.06,현대차,중앙일보,"'포니 신화' 50년전…""죽든 살든 독자모델 개발"" 절박함 있었다 [창간기...","그러면서 정의선 현대차 회장은 이렇게 말했다. “옛날에 힘들게 같이 노력했던 점, 그런 모든 것들을 다시 살리자는 취지다.” 당시에 어떤 일이 있었기에 정 회장은 50년 전을 되살리려 했을까. 50년 전의 여건은 현대차에 막다른 골목이나 다름없었다. 71년부터 2년 가까이 끌어온 미국 포드자동차와의 엔진...",https://n.news.naver.com/mnews/article/025/0003460176?sid=101,f
2025.08.06,현대차,중앙일보,"보조금 늘리는 유럽, 전기차 새 격전지 부상","현대차·기아는 지난해 하반기 EV3를 유럽에 선보인 데 이어, 올해 3분기에는 대형 전기 스포츠유틸리티차량(SUV) 아이오닉 9을, 4분기에는 전기 세단 아이오닉 6와 수소전기차 넥쏘를 순차 출시할 계획이다. 특히 다음달 독일 뮌헨에서 열리는 ‘IAA 모빌리티 2025’에서는 새로운 소형 전기 SUV를...",https://n.news.naver.com/mnews/article/025/0003460136?sid=101,f
2025.08.06,sk,문화일보,"‘LPGA 부진’ 윤이나, 국내서 돌파구?",윤이나가 KLPGA투어 대회에 출전하는 것은 지난해 11월 SK텔레콤·SK쉴더스 챔피언십 이후 처음이다. 더욱이 이 대회는 지난해 윤이나가 우승까지 했던 대회라 인연이 더 깊다. 지난해 KLPGA투어 최고의 선수로 활약했던 윤이나는 퀄리파잉 시리즈를 거쳐 올해부터 미국여자프로골프(LPGA)투어로 활동 무대를...,https://n.news.naver.com/mnews/article/022/0004057641?sid=101,f
2025.08.06,sk,세계일보,"HMM, SK해운 인수 협상 최종 결렬",우선협상대상 선정 7개월 만에 SK측 4조 제시… HMM 2조 검토 SK해운 부분 매수 시도를 위해 최대주주인 사모펀드 운용사 한앤컴퍼니(한앤코)와 협상을 진행해 왔던 HMM의 계획이 최종 무산됐다. 지난 1월 우선협상대상자로 선정된 지 7개월 만이다. HMM은 4일 공시를 통해 “해운 일부 자산 인수 등과...,https://n.news.naver.com/mnews/article/022/0004057639?sid=101,t
2025.08.06,sk,서울신문,"SKT, 국내 최대 AI 클러스터 ‘해인’ 가동…엔비디아 최신 GPU ‘B200’ ...",SK텔레콤이 엔비디아의 최신 그래픽처리장치(GPU) ‘블랙웰 B200’ 1000여장을 기반으로 한 단일 클러스터 구성의 ‘구독형 AI 클라우드 서비스’(GPUaaS)를 출시했다고 5일 밝혔다. 클러스터 명은 ‘해인’으로 팔만대장경이 보관된 ‘해인사’에서 이름을 따왔다. 텔레콤은 이번 클러스터가 ‘디지털...,https://n.news.naver.com/mnews/article/081/0003563758?sid=105,t
2025.08.06,sk,서울신문,구윤철 “기업이 ‘진짜 성장’의 중심… 글로벌 1위 전력 지원”,"이날 회의에는 최태원(SK그룹 회장) 대한상공회의소 회장 등 경제6단체장이 참석했다. 정부에서는 한성숙 중소벤처기업부 장관, 윤창렬 국무조정실장, 하준경 대통령실 경제성장수석 등이 자리했다. 구 부총리는 “앞으로 5년은 대한민국이 초혁신경제로 전환할 수 있는 마지막 골든타임”이라며 “민관이 힘을...",https://n.news.naver.com/mnews/article/081/0003563728?sid=101,f
2025.08.06,sk,세계일보,10대 그룹 시총 증가 1위는 한화 [경제 레이더],"한화에 이어 HD현대(51.7%), SK(35.7%) 순으로 시가총액 증가율이 높았다. 한화는 지난해 말 코스피 전체 시가총액(2662조7000억원)의 2.3% 수준에... 최관순 SK증권 연구원은 “최근 지수 조정에 따라 연초 이후 주가 상승 폭이 컸던 지주회사 주가도 조정받고 있다”면서도 “추가적인 상법 개정 및...",https://n.news.naver.com/mnews/article/022/0004057621?sid=101,f
2025.08.06,sk,국민일보,"게임업계, 산업계와 ‘AI 합종연횡’ 활발",크래프톤은 SK텔레콤과 손잡고 수학 문제와 코드 개발에 특화된 70억 파라미터 규모의 언어 모델 3종을 최근 공개했다. 이 모델은 복잡한 논리 추론이 필요한 수학 문제에서 성능 향상을 입증했다. 크래프톤은 이를 기반으로 게임 AI 기술을 고도화할 계획이다. 공개된 모델은 오픈소스 플랫폼인...,https://n.news.naver.com/mnews/article/005/0001794122?sid=105,t
2025.08.06,한화,세계일보,한화생명 새 대표이사 권혁웅·이경근,"한화생명은 권혁웅(사진 왼쪽) 부회장, 이경근(사진 〃 두 번째) 사장이 임시주주총회와 이사회를 거쳐 각자 대표이사로 취임했다고 5일 밝혔다. 이로써 한화생명은 약 5년여 만에 ‘투톱 체제’로 전환한다. 신임 대표이사들은 이날 공동명의로 임직원에게 편지를 보내 “고객 생애 전반에 맞춤형 서비스를...",https://n.news.naver.com/mnews/article/022/0004057624?sid=101,t
2025.08.06,한화,서울신문,한화생명 투톱체제 출범… 권혁웅·이경근 각자 대표 취임,"한화생명은 5일 임시주주총회와 이사회를 거쳐 권혁웅(왼쪽) 부회장과 이경근(오른쪽) 사장이 각자 대표이사로 취임했다고 밝혔다. 권 대표는 1985년 한화에너지에 입사해 한화에너지와 한화오션 대표, 한화그룹 지원부문 총괄 등을 역임했다. 이 대표는 1991년 생명에 입사해 기획실장, 보험부문장...",https://n.news.naver.com/mnews/article/081/0003563751?sid=101,t
2025.08.06,한화,동아일보,"한화생명, 권혁웅-이경근 신임 대표이사 취임","한화생명은 임시 주주총회와 이사회를 거쳐 권혁웅 부회장과 이경근 사장이 각각 대표이사로 취임했다고 5일 밝혔다. 권 대표는 1985년 한화에너지에 입사해 한화에너지 대표, ㈜한화 지원부문 총괄, 한화오션 대표 등을 지냈다. 이 대표는 1991년 생명에 입사해 기획실장, 사업지원본부장, 보험부문장...",https://n.news.naver.com/mnews/article/020/0003652541?sid=101,t
2025.08.06,한화,국민일보,권혁웅·이경근 한화생명 대표 취임,한화생명의 권혁웅(왼쪽) 부회장과 이경근(왼쪽 두번째) 사장이 각자 대표로 5일 취임했다. 신임 대표들은 이날 공동명의로 보낸 ‘최고경영자(CEO) 레터’에서 “보험을 넘어 고객 생애 전반에 맞춤형 서비스를 제공하는 라이프 솔루션 파트너로 성장하자”고 당부했다. 또 이를 위해 모든 임직원이 인공지능...,https://n.news.naver.com/mnews/article/005/0001794150?sid=101,t
2025.08.06,포스코,서울신문,잇단 인명 사고에… 포스코이앤씨 정희민 사장 사의,"정희민 포스코이앤씨 대표이사 사장이 5일 “반복된 사고에 대해 무거운 책임을 통감하며 자리에서 물러나겠다”며 사의를 표명했다. 정 사장은 이날... 정 사장은 “포스코이앤씨는 이번 사고를 단순한 안전 관리 실패가 아닌, 회사 경영 전반에 대한 통렬한 반성과 근본적 쇄신을 요구하는 엄중한 경고로...",https://n.news.naver.com/mnews/article/081/0003563735?sid=102,t
2025.08.06,포스코,동아일보,‘인명사고 반복’ 포스코이앤씨 사장 사의,포스코이앤씨가 시공을 맡은 공사 현장에서 4일 또다시 인명 사고가 발생한 것에 대해 김영훈 고용노동부 장관은 강력한 유감을 표명하며 안전 관리에 대한 근본 대책을 주문했다. 정희민 포스코이앤씨 사장은 반복된 사고에 대한 책임을 지고 사의를 표명했다. 고용부는 “전국 이앤씨 현장 62곳을...,https://n.news.naver.com/mnews/article/020/0003652553?sid=102,t
2025.08.06,포스코,조선일보,인명 사고 재발에 포스코이앤씨 사장 사임,대국민 사과한 지 엿새 만에 근로자 1명 감전돼 의식불명 포스코이앤씨 정희민 대표이사 사장이 회사 사업장에서 사람이 죽거나 다치는 사고가 연이어... 그는 “포스코이앤씨는 이번 사고를 단순한 안전 관리 실패가 아닌 회사 경영 전반에 대한 통렬한 반성과 근본적 쇄신을 요구하는 엄중한 경고로 받아들이고...,https://n.news.naver.com/mnews/article/023/0003921433?sid=101,t
2025.08.06,포스코,중앙일보,[안혜리의 시시각각] 사이다 발언으론 죽음 못 막는다,"포스코이앤씨 공사 현장에서 이틀 전(4일) 외국인 노동자가 의식불명에 빠지는 사고가 발생했다. 참담하고 안타까운 마음 한편으로, 이재명 대통령이... 놀란 포스코 그룹 경영진이 회장 직속 TF 가동과 재발 방지 등을 담은 대국민 사과 광고를 낸 당일에 비슷한 중대 사고가 벌어졌으니, 대통령 말마따나...",https://n.news.naver.com/mnews/article/025/0003460141?sid=110,f
2025.08.06,포스코,중앙일보,‘인명사고’ 포스코이앤씨 정희민 대표 사의,"정희민(사진) 포스코이앤씨 대표이사가 반복된 중대재해 사고에 책임을 지고 사의를 표명했다. 취임 8개월 만이다. 정 대표는 5일 입장문을 통해 “포스코이앤씨를 책임지는 사장으로서 사고가 반복된 것에 대해 무거운 책임을 통감하며, 모든 책임을 지고 자리에서 물러나겠다”고 밝혔다. 그는 “지난 7월 29일...",https://n.news.naver.com/mnews/article/025/0003460140?sid=101,t
2025.08.06,롯데,문화일보,"산책하다, 아이 돌보다, 귀가하다 ‘악’… 한순간에 ‘전력 이탈’",2021년 5월 7일 SSG 투수 김상수(현 롯데)는 키움전을 앞두고 웨이트트레이닝장에서 훈련하다가 기구에 치아 12개를 다쳐 3주간 전력에서 이탈했다. 현재 미국프로야구 메이저리그(MLB) 샌프란시스코 자이언츠에서 뛰고 있는 이정후도 키움 시절인 2017년 12월 한 웨이트트레이닝장에서 덤벨 기구에 오른손 넷째...,https://n.news.naver.com/mnews/article/032/0003387715?sid=101,f
2025.08.06,롯데,조선일보,"올 휴가, 극장에 가야 할 이유… 명작들의 귀환","롯데멤버스 여론조사 플랫폼 ‘라임’이 전국 20∼60대 1900명을 대상으로 한 설문 조사 결과, “여름휴가를 가지 않는다”는 응답자는 30.9%, “휴가는... 6일 롯데시네마 단독 개봉. 청량한 로맨스 배우 티모테 샬라메의 출세작 ‘콜 미 바이 유어 네임’(13일 개봉)은 해마다 여름이 되면 다시 꺼내 보는...",https://n.news.naver.com/mnews/article/023/0003921418?sid=103,f
2025.08.06,롯데,국민일보,"“서버 시계 켜고 마라톤 예매”… 폭염에도 러닝, 업계도 뛴다","서울 송파구 롯데월드몰에 입점한 러닝 특화 매장 ‘나이키 라이즈’는 연회원 1000명 규모의 ‘나이키 런클럽 롯데월드타워’를 운영하고 있다. 매주 러닝 클래스도 연다. 뉴발란스는 지난 3월 서울 종로구 북촌점을 ‘런 허브’로 리뉴얼하고, 러닝화·러닝복 대여 서비스와 함께 경복궁·광화문 등 주요...",https://n.news.naver.com/mnews/article/005/0001794127?sid=101,f
2025.08.07,삼성,조선일보,"조국·정경심 부부, 최강욱·조희연도 8·15 특사 명단에","민생 사범도 사면·복권 대상에 포함됐다. 횡령 등 혐의로 징역 2년 6개월형이 확정된 최신원 전 SK네트웍스 회장, ‘박근혜 정부 국정 농단’ 사건에 연루됐던 최지성 전 삼성전자 부회장, 장충기 전 삼성전자 사장도 사면심사위를 통과했다.",https://n.news.naver.com/mnews/article/023/0003921839?sid=102,f
2025.08.07,삼성,동아일보,"“정부, 소낙비 피했지만 임전태세… 반도체 관세 EU 수준일 것”[데스...","삼성전자는 텍사스주에, SK하이닉스는 인디애나주에 공장을 짓고 있고, 미국과의 최혜국 대우 합의로 100% 관세 부과를 피할 것이란 의미다. 여한구 통상교섭본부장 △1966년 서울 출생 △1992년 서울대 경영학과 △1992년 행정고시 36회 △2004년 미국 하버드대 경영학 석사 △2010년 세계은행(IFC) 선임투자정책관...",https://n.news.naver.com/mnews/article/020/0003652951?sid=110,f
2025.08.07,삼성,세계일보,[사설] 트럼프 “반도체 관세 100%”… 국익 방어에 만전 기하길,미국 엔비디아에 인공지능(AI) 메모리 반도체를 공급하는 SK하이닉스와 중국 공장에서 메모리를 미국에 수출하는 삼성전자가 큰 충격을 받을 수 있다. 트럼프 대통령은 “미국 내 공장을 짓기로 약속했거나 지금 짓고 있다면 관세는 없을 것”이라고 했다. 국내 반도체 업계가 추가 투자압박에 시달릴 공산이...,https://n.news.naver.com/mnews/article/022/0004058248?sid=110,f
2025.08.07,삼성,한국일보,"어느 날, 애플과 삼성의 동거가 시작됐다[삶과 문화]","삼성 프라자로 간 나는 어차피 안드로이드를 써야 한다면 차라리 재미있는 걸 사자는 심정으로 접는 폰을 택했다. 세상에 아이폰이 나오기 전까지 사실... 삼성 메모 앱의 복잡한 인터페이스를 보며 애플 메모의 깔끔함을 그리워할 때면, 정말 아버지 집 살진 송아지가 간절했다. 맥북과 갤럭시 사이에서 파일을...",https://n.news.naver.com/mnews/article/469/0000880473?sid=110,f
2025.08.07,삼성,경향신문,트럼프 돌발 발표에 업계 ‘긴장’…“최혜국 대우 명문화해야”,삼성전자·SK하이닉스 등 ‘미국에 공장’ 약속한 데다 현지 반도체 수요도 늘어 “큰 타격은 없을 것” 전망도 구체적 면제 범위 불확실 ‘관세 확약’... 일각에선 “미국에 공장을 짓는 기업에는 부과하지 않겠다”는 트럼프 대통령의 발언과 미국 시장 수요 등으로 미뤄 전자·SK하이닉스 등 한국 기업에...,https://n.news.naver.com/mnews/article/032/0003388257?sid=101,t
2025.08.07,삼성,경향신문,"삼성, 애플과 ‘아이폰 차세대 칩’ 납품 계약",삼성전자가 애플에 아이폰용 차세대 칩을 납품한다. 지난달 22조원대 테슬라의 인공지능(AI) 칩 위탁생산 계약에 이은 애플로부터 대형 수주가 그간 부진을 거듭해온 삼성전자 시스템LSI와 파운드리(위탁생산) 사업부의 실적 반등으로 이어질지 주목된다. 애플은 6일(현지시간) “미국 텍사스주 오스틴에 있는...,https://n.news.naver.com/mnews/article/032/0003388256?sid=101,t
2025.08.07,삼성,경향신문,"소비쿠폰, 2주 만에 ‘절반’ 사용…주로 먹는 데 썼다","9개사는 KB국민, 우리, NH농협, 롯데, 비씨, 삼성, 신한, 하나, 현대카드다. 지난 3일 기준 신용·체크 카드로 지급된 소비쿠폰 5조7679억원 중 2조6518억원(46.0%)이 사용됐다. 업종별로는 대중음식점에서 1조989억원(41.4%)으로 가장 많이 사용됐다. 이어 마트·식료품 4077억원(15.4%), 편의점 2579억원(9.7...",https://n.news.naver.com/mnews/article/032/0003388251?sid=101,f
2025.08.07,삼성,조선일보,"李대통령·트럼프, 25일 정상회담 유력","베트남 공산당 서기장의 방한은 박근혜 정부 때인 2014년 응우옌 푸쫑 당시 서기장의 방문 이후 11년 만이다. 또 럼 서기장은 국내 주요 대기업 총수 등 경제계 인사들도 만날 것으로 전해졌다. 베트남은 한국의 핵심 공급망 파트너로, 등 대기업 생산 거점이 있다.",https://n.news.naver.com/mnews/article/023/0003921829?sid=100,f
2025.08.07,삼성,조선일보,전공의들도 병원 돌아간다... 정부 “정원 초과해도 허용”,"현재 ‘빅5(서울대·서울아산·세브란스·삼성서울·서울성모)’ 병원 전공의는 올 상반기 복귀자까지 더해 548명으로, 의정 갈등 발생 전(2023년 2742명)의 약 20% 수준이다. 하지만 이번에 핵심 요구 사항이 받아들여지면서 전공의들도 복귀 수순을 밟을 것으로 보인다. 당장 오는 11일부터 병원들이 올 하반기 전공의...",https://n.news.naver.com/mnews/article/023/0003921827?sid=102,f
2025.08.07,삼성,경향신문,"또 럼 베트남 서기장, 10일 국빈 방한…이 대통령, 첫 외국 정상맞이","삼성을 비롯해 현대차, SK, LG 등 베트남 현지 사업장을 두고 있는 기업 총수들과 만나 투자 계획과 인센티브 제공 방안 등을 논의할 예정이다. 앞서 박창달 전 의원을 단장으로 하는 대통령 특사단은 지난달 28일부터 3일간 베트남을 방문해 또 럼 서기장을 예방하고 이 대통령 친서를 전달했다. 특사단은 한...",https://n.news.naver.com/mnews/article/032/0003388201?sid=100,t
2025.08.07,삼성,서울신문,"[서울신문·삼성 공동 캠페인] 활력 잃은 지역… 남고 싶어도, 배울 곳도...",벚꽃과 함께 사라지는 지방대학 신입생 못 채운 49곳 중 40곳이 지방 석사 마쳐도 인재 받을 일자리 없어 전국 취업자 증가분 절반이 수도권다 떠난 자리엔 늘어 가는 빈집 빈집 13만호 중 전남 2만호 ‘최다’ 인구 감소 넘어 사회 기능 저하로 공공기관 이전도 신도시만 ‘호황’지역 경쟁력 회복 극약처방...,https://n.news.naver.com/mnews/article/081/0003564335?sid=102,f
2025.08.07,삼성,한겨레,"[사설] 트럼프 이번엔 반도체 관세, 적극 협상으로 막아야","삼성전자와 에스케이(SK)하이닉스도 각각 370억달러, 38억7천만달러의 대미 투자계획을 이미 밝혔다. 우리 기업들도 면제 대상에 확실히 포함될 수 있도록 정부가 적극 나서야 한다. 자동차 관세의 경우, 일본이 먼저 미국과 큰 틀의 합의를 이끌어내고 우리나라는 그 모델을 따라갔다. 그런데 반도체는 한국이...",https://n.news.naver.com/mnews/article/028/0002760158?sid=110,f
2025.08.07,삼성,국민일보,전공의 복귀 방안 합의… 의·정 갈등 일단락,정 장관은 7일 서울 강남구 삼성생명 일원역빌딩에서 열린 ‘환자·소비자단체 간담회’에서 “의료계와 정부 간 갈등이 1년반 동안이나 지속되면서 많은 불안과 불편을 겪으신 국민과 환자 여러분께 진심으로 죄송하다”고 말했다. 정 장관이 환자단체를 만난 건 지난달 22일 취임 후 처음이다. 정 장관은 환자의...,https://n.news.naver.com/mnews/article/005/0001794575?sid=102,f
2025.08.07,삼성,국민일보,트럼프 “반도체 100% 품목관세” 예고,"이날 삼성전자는 애플의 반도체 칩을 미국에서 생산하기로 했고, SK하이닉스도 앞서 미국 내 반도체 공장 건설 계획을 밝혔다. 또 트럼프 대통령 발언이 현실화하기 위해선 포고령 등 행정 절차가 수반돼야 해 적용 여부를 예단하기는 아직 이르다. 통상 당국은 일단 최혜국 대우 지위의 문서화를 서두를...",https://n.news.naver.com/mnews/article/005/0001794576?sid=101,t
2025.08.07,삼성,국민일보,100% 관세 때리면… 삼성·SK 메모리 쓰는 미 빅테크도 직격탄,"도널드 트럼프 미국 대통령이 ‘반도체 관세 100%’를 언급하자 삼성전자, SK하이닉스 등 국내 반도체 업계는 긴장하는 분위기다. 정부는 미국으로부터... 7일 업계에 따르면 삼성전자와 SK하이닉스는 미국에 반도체 공장을 새로 짓거나 증설하겠다는 계획을 밝힌 상태다. 전자는 미국 텍사스주 오스틴에서...",https://n.news.naver.com/mnews/article/005/0001794572?sid=101,t
